Sender Name;Recipient Name;Amount
Carmen Bernstein;Robert Lane;20449.38
Eric Ledon;Fredrick Dye;3104.06
Alice Henry;Emily Bailey;750.24
Cory Paine;Mark Turpin;1332.67
Paul Hadley;Rita Gaietto;1263.04
Gloria Hargreaves;Tommy Huertas;1349.82
Debbi Pezzuti;Kathy Stone;44536.81
Michael Mintz;Wilma Brewer;7680.99
Stacy Marinese;Jeffrey Kiper;1033.46
Stephany Ramos;Bobby Overshown;17483.28
Rachael Peters;Julian Young;184.82
Joseph Igtanloc;Karen Barnes;3416.15
William Simar;Kristi Maloney;3091.05
Derek Haecker;Darrell Johnson;4453.2
Veronica Marrow;Sabrina Benitez;3069.9
Martha Rousey;Donald Viggiano;6305.57
Gregory Cooney;James Obrien;6997.45
Yolanda Johnson;James Caceres;2672.85
George Hart;Michael Kelley;1364.57
Damian Tripp;Alton Layne;15776.84
Robert Cruz;Joan Navarro;2637.15
Jennifer Vrba;Michael Lynn;472.64
Michael Mintz;Clara Braun;25820.95
Ann Wilson;Alton Layne;181.67
Alfred Mckeighan;Matthew Crosby;2445.55
Jerry Holt;Jerry Huggins;2037.36
Deanna Whittemore;Clara Braun;6221.38
Lorraine White;Kurt Erps;10764.83
Alma Walker;Richard Debose;1384.06
Deborah Cassano;Michael Horner;5272.53
Elizabeth Franks;Michael Rebuck;2728.73
John Garcia;Sandra Taber;470.55
Terrence Emerson;James Frazier;0.0
John Tatum;Kevin Garrett;273.94
Tobias Ford;Rachel Ballew;10267.47
Joseph Beck;Daniel Peterson;5471.21
Dewey Jackson;Juanita Jiles;58867.12
Heather Simon;Matthew Boyles;277.42
Timothy Hazzard;Rebecca Hogg;34722.66
Arlene Holling;Eda Gordon;10558.4
George Brodsky;Christopher Snyder;44119.29
John Lira;Vanessa Snow;5868.3
Marcos Pence;Vanessa Jenkins;11741.85
David Leonard;Ralph Erickson;8079.77
Martha Wilhite;Scott Williams;2108.42
Juanita Walker;Emily Romo;3813.11
Zachary Barrera;Jacqueline Shockley;3540.04
Byron Mingle;Henry Vo;1028.78
Rick Lowery;Mariann Dawson;10015.56
Paul Sweeney;Betty Ayala;4885.77
Flora Morin;Ronnie Gallego;3826.14
Robert Tarter;Margarita Brunetto;1535.22
Susann Petzold;Wanita Holliday;2575.99
Eva Colton;Nga Deleon;0.0
Abbey Moore;Michele Irwin;956.03
Mark Wealer;Maria Hennessy;289.32
Edward Rutherford;Phyllis Reeder;23223.08
Valerie Northrup;James Peralta;34605.5
Barbara Muterspaw;Cheryl Miller;2796.81
Pauline Cohen;Kenneth Barbee;11714.16
Elaine Barrera;Jewell Heath;8680.53
Steven Curley;Frances Walton;515.54
Francisca Asquith;Mari Laclair;73948.6
Robert Tracey;Billie Monigold;11724392.09
Virginia Tyson;Julianne Robles;8610.3
Lorenzo Cleckler;Michael Ogrady;2954.58
Joanna Briscoe;Dorothy Duffy;159460.11
Loren Ennis;Sergio Knisely;1732.61
Cynthia Hatch;Manuel Fisher;14826.58
David Transue;Paul Cleghorn;5216.27
Shantay Finnegan;Stephen Lentz;49069.94
Dora Johnson;Albert Steiner;8127.09
Linda Grafton;Hedy Flannery;489.89
Pricilla Surface;Hector Berwick;220.66
Mary Eastman;Lino Nall;2631.8
Bill Tunnell;Jake Mccarthy;456.85
Jeremy Price;Jack Edwards;8976.52
Joanna Briscoe;Ida Thompson;408300.03
David Leonard;Brenda Lewis;11673.75
Barbara Shaver;Richard Waters;353.06
Flora Martel;Michelle Jennings;580.87
Boyd Quick;Iva Edwards;18878.65
Brenda Thompson;Ronna Wiley;8350.37
Lori Lucas;Joseph Rojas;807.52
Dorothy Gray;Mary Melvin;152295.27
Norma Higgins;Paul Martin;434.15
Donald Raines;Afton Yoshina;5929.66
Kathleen Wright;Christopher Miller;7880.65
Malissa Gaydos;Susan Brown;2168.91
Laura Park;Mary Hendry;5202.75
Michael Greene;Robert Shannon;8559.6
Carrol Moody;James Maldonado;1227.13
Helen Haines;Herman Lozano;1110.8
Joseph Mueller;John Ward;187.19
Lori Lucas;Julie Fletcher;2245.07
Lea Ownbey;Emmie Jenkins;1571.11
Kelsey Stevens;Cheryl Williams;4668.96
Terri Girton;Betty Gross;291.85
Nellie Eads;Michael Simmons;0.0
Casey Torres;Dawn Moore;2844.83
Roberta Byrne;Sandra Forrest;17832.49
Jane Liscomb;Daniel Arbogast;651.69
Philip Hill;Janice Ball;154924.25
Thomas Sweigart;Susan Philbert;1921.46
Scott Friou;Kevin Torres;14328.22
Bruce Gioe;Levi Gallegos;7712.34
April Lewis;Ronald Baker;3745.87
Wanda Gambrill;Joan Daniel;260.5
Troy Irvine;Pearl Knighton;7774.29
Esperanza Rehberg;John Gunderson;6838.34
Brandon Miller;Cruz Redd;1264.97
Susan Williams;Brian Free;2103.97
Mark Willis;Tommie Card;265.07
Drew Anderson;Arthur Lawson;5216.67
Megan Hernandez;Alice Henry;322.9
Larry Copeland;Joan Navarro;8164.35
Bradley Escobar;Fred Hinojosa;3311.14
William Cramer;Martin Holsomback;2949.76
Margaret Gonzales;Tyrone Alfonso;1560.5
Donna Baker;Angel Shook;22128.94
Jose Gaines;Katherine Carnes;106613.43
Beau Figueroa;Edward Mcmillen;172230.41
Jo West;Julia Estrada;13508.04
Thomas Byrge;Douglas Moore;6975.18
Michael Santiago;Scott Nickel;26326.92
David Jolley;Billie Aldridge;450.31
Marilyn Kelley;Valencia Davis;2269.2
Barbara Myers;Marguerite Barfield;17.35
Mark Fitch;Charles Cole;11632.12
Joel Marx;Emmie Jenkins;244.38
Michael Mintz;Gary Collins;1025.01
Nicholas Wilkins;Debra Geary;15321.44
Spencer Warren;Otto Mcnally;27581.86
Scott Wallace;Janet Young;187646.89
Abdul Fernandez;Diane Owens;2396.08
Angela Stevenson;Joan Collins;192.7
Alison Ray;Amy Wolff;2224.45
Harold Alfonso;John Gunn;1161.08
Joyce Shutt;Anne Stribling;19317.28
Brandi Sukhu;Edwin Redman;70953.71
Michael Scott;Randell Fortune;1162.25
Ray Dennis;James Peralta;1056.38
Frances Boyd;Michael Williams;0.0
Jason Waldrop;Jennifer Woodard;143.22
Jason Connors;Mike Ramirez;12522.63
Jonathan Baker;Dorothy Duffy;12008.09
Mark Fitch;Marjorie Cruz;2092.37
Tammy Merritt;Digna Dearing;9925.62
Everett Smith;Leslie Stover;2730.5
Mary Stevenson;Terrance Gildea;7259.29
Crystal Saddler;George Hamilton;25589.59
Jacqueline Campbell;Josh Mendez;198.5
James Wilson;Andrew Weber;60633.46
Wanda Gambrill;James Scott;50031.62
John Foley;Virgil Williams;24.18
Anne Garner;Manuel Wilson;18823.1
Judi Diaz;Jason Davis;4376.22
Georgia Rosales;Marylouise Ruffo;18615.2
Boyd Quick;David Stephens;45838.29
Carmen Mcclellan;Rebecca Myrick;4444.08
Sabrina Benitez;Roger Delgado;453.6
Cynthia Downs;Kevin Tucker;474.54
Digna Dearing;Esperanza Rehberg;117.8
Norman Wesley;Diana Beaty;1776.1
Jose Sanchez;Julie Lopez;6552.46
Tonya Irizarry;Willie Anderson;5793.35
Kenneth James;Amy Linder;19485.82
Raymond Mullins;Linda Gentry;879.51
Robert Shannon;Nikita Hawkins;3787.9
Wanda Gambrill;Blanca Nichols;165.71
Jeffrey Kiper;Nancy Manrique;4297.95
Danny Stockton;Judith Lamar;3.48
John Oates;Maude Boyd;338.07
Helen Jensen;Eva Carroll;7894.28
Joshua Brahm;Derek Haecker;40101.69
Kyle Red;Byron Mingle;346.06
Frederick Tucker;Nga Deleon;1012.1
Andrea Brown;David Herring;34347.47
Philip Windham;James Frazier;110.73
Heidi Goguen;Esperanza Rehberg;747.31
Gerald Toler;Flora Martel;61718.6
Mark Wealer;Jeremy Morse;4008.83
Steve Brasher;Jacqueline Stoops;48676.36
Kenneth Rodriguez;Marie Bowman;7753.52
Leon Streller;Edward Alley;529.03
Noreen Bolden;Michael Dudley;29548.05
Shane Knost;Matthew Mccurley;1442.18
Susan Guerrero;Kenneth Rodriguez;1913.35
Martin Mclaughlin;Dawn Vosburg;50085.49
Mary Guillen;Abbey Moore;22409.72
Natalie Brown;Sidney Meier;10262.29
Kathleen Warwick;Wanda Wright;37126.56
Corey Jackson;Ronald Lee;17770.82
Amy Sullivan;Cheryl Moye;68.96
Lisa Stayton;Nicolasa George;2179.35
Theodore Harrelson;Melanie Holohan;44007.7
Julie Lopez;Tess Gage;248.29
Michael Treadwell;William Causey;18992.47
Eddie Gray;Adeline Mcclure;40870.46
John Jackson;Linda Harr;73644.02
William Johnson;Donna Baker;4229.65
Susan Philbert;Francis Vanhofwegen;23394.53
Clayton Ploss;Gloria Hargreaves;2738.23
Betty Gross;Ronald Rodriguez;3926.54
Steven Head;Lucia Gonzalez;16785.68
Andrea Oglesby;Clayton Ploss;11733.45
Frank Amos;Greg George;15253.47
Edward White;Margaret Quinn;190.61
Nancy Trundle;Emmanuel Luna;14052.75
Ana Light;Samuel Wiederwax;2578.33
Maria Brookins;Jason Mitchell;2090.53
Robert James;Julio Wolcott;3337.59
Robert Kline;Susan Rustin;423.88
Joey Braddy;Scott Nickel;49153.19
Martin Mclaughlin;Richard Giles;2855.78
Patricia Domingo;Richard Brunton;5460.12
Paul Dowe;Louis Nolting;512.36
Patricia Davis;George Hart;3354.65
Perry Stevens;Henry Martinez;1982.69
Mary Garcia;Katheryn Kirkland;69338.61
David Shumway;Jackie Bell;416.16
Timothy Betancourt;Donna Osmun;59.49
Donald Raines;Christopher Miller;61.17
Cindy Curry;Pamela Lehrke;8201.57
Ronna Wiley;Moises Young;823.61
Thomas Garza;Dana Sanchez;8574.8
Mary Osofsky;Chad Grace;5924.38
William Cummings;Eduardo Green;1659.77
Donald Martinez;Ann Wilson;7503.36
Francisca Asquith;William Creel;10592.26
Joseph Yancey;John Thurlow;386.72
Joseph Mueller;David Rochford;717.4
Ronald Benson;Michelle Galimi;98.23
Wayne Harris;Susan York;55.6
Robert Noreen;James Orourke;31185.07
Kristy Johnson;Emmie Jenkins;7844.31
Robert Hahn;Charlotte Johnson;3048.53
Stephany Ramos;Kelly Murray;23519.99
Phyllis Reeder;Richard Cline;316.06
Bruce Gioe;Neil Kamai;965.19
Vincent Lau;Ruby Bias;16.99
Rachel Tyson;Stanley Roby;14224.71
Jack Beard;Sandra Werner;23703.79
David Frost;Sandra Cardenas;102.13
Margaret Sodhi;Arthur Peters;3717.92
Mary Carey;Linda Scheller;5375.93
Amanda Schwartz;Robert Haynes;18755.79
Rita Haid;James Orourke;6538.37
Peter Mccalmont;Lance Collier;8328.59
Mable Ford;Jeffrey Schick;7998.9
Sandra Padilla;Julie Lopez;3106.27
Nancy Northcutt;Loretta Butler;4335.0
Shane Ybarra;Trey Cauthon;554.36
Carlos Ardoin;Gene Peel;1225.99
Pat Coleman;Patricia Tinker;1250.46
William Taylor;Larry Harvey;1675.35
Laura Hawley;Peter Scott;7855.59
James Kuan;Sergio Knisely;2979.6
Randy Pitchford;Dorothy Norman;3474.72
Alan Serrano;Maude Boyd;2208.24
Lore Perez;Bill Tunnell;2194.3
David Bailey;Ruth Bush;5886.15
Samantha Hemp;Barbara Osborne;281.03
Deborah Lyons;Gerald Bertsch;1819.16
Susan Guerrero;Dusty Jackson;1988.82
Mark Wendt;Ruth Pacheco;518.19
Wayne Winter;Milagros Tiblier;119.29
Cheryl Miller;Mariann Laplant;596.23
Robert Ortiz;Dewayne Lopez;58184.11
Jason Membreno;Carrie Levine;1889.1
Vincent Hall;Sarah Frederick;3033.08
Noreen Bolden;Maria Larmon;10917.21
Vanessa Snow;George Heon;23984.67
Brenda Ford;Herman Jackson;616.92
Amy Otero;Billie Monigold;14930.23
Noble Lopez;Pamela Rhodes;0.0
Shelly Arrington;Heidi Levins;16930.6
Edward Padilla;Diane Payton;1408.92
Mike Ramirez;Cherise Orem;39849.78
Darrell Johnson;Amy Wolff;676.05
Rodrigo Haith;Lucas Scott;124408.13
James Thao;Vincent Paxson;804.6
Matthew Favorite;Cheryl Williams;1015.17
Stephen Poor;Olga Barber;1244.12
Beverly Bigler;James Maldonado;20810.27
Nelson Wilson;Tammy Merritt;4800.65
John Little;James Rempel;1389.57
Robert Self;Ramon Merlo;1115.66
Charles Cole;Kelsey Stevens;6152.13
Olga Hutzler;Lucille Fuller;151.71
Todd Sale;Wilbert Knuckles;25715.51
Joan Navarro;Donnie Sackett;4157.32
Michele Irwin;Tammy Merritt;53934.59
Lucia Gonzalez;Yetta Mosley;1579.21
Robert Cruz;Annie Sotelo;2720.52
Eugene Christensen;Emily Bailey;290573.87
Angela Lett;Maria Galindo;703.48
Pamela Watson;Mallory Kranz;47280.61
Orlando Pargo;Daniel Peterson;2932.15
Robert Rich;Clyde Varela;10673.71
Timothy Christensen;Janet Steinmetz;4349.65
Shawn Machado;Theodore Mingo;385.63
Joanne Brown;Walter Schaefer;13971.37
Kristin Andrews;Charles Davis;8192.59
Shantay Finnegan;Stephen Scianna;7272.62
Gina Zeigler;Edward White;604.66
Cynthia Betts;Donnie Sackett;1377.63
Laurie Cates;Jack Beard;60315.69
Marion Moores;Tammy Merritt;6917.45
Jose Gaines;Maurice Robinson;8076.01
Kevin Tolbert;Steven Hornback;167578.08
Elaina Macintyre;John Garcia;12566.1
Carl Green;Daniel Grayson;15781.6
Mary Hendry;Gregory Wofford;3489.2
Ashley Garcia;Gloria Hargreaves;2034.34
Ruben Norment;Rebecca Hogg;9798.94
Calvin Howard;Rodney Dunlap;4762.69
Dennis Slayton;James Cain;708585.48
Susan Brown;Margarita Brunetto;4144.91
William Layton;Steve Mei;30557.67
Lisa Dean;John James;1270.91
Kristy Brannon;Josephine Brown;2045.85
Donald Wells;Charles Holmes;3491.14
Hazel Green;Shirley Cummings;13077.74
Ashley Ray;James Layne;4949.82
Ramon Merlo;Virginia Wade;5698.9
Bertha Freeland;Mariann Laplant;2782.56
Melba Teixeira;James Walls;20264.11
Ivy Lowenstein;Paul Charleston;3499.75
Jennifer Perry;Melissa Rodriguez;18484.84
Jerry Demars;Robert Ortiz;8203.01
Thomas Zordan;Timothy Marshall;37810.7
Valerie Northrup;George Meister;548.72
Tyrone Alfonso;Juan Mendoza;2634.59
Jennifer Vrba;Alice Pointer;584.92
Mary Stewart;Doris Arrington;4321.43
William Doyle;Vanessa Jenkins;51720.02
Jacqueline Randazzo;Ronald Baker;1876.34
Eric Yontz;Rebecca Myrick;3196.24
Karen Gaston;James Caceres;13.83
Frank Thornburg;Judith Haney;48465.44
Joe Newman;Abdul Fernandez;2234.98
Paul Werner;Megan Allegrini;4761.42
Tobias Ford;Preston Kelly;1543.39
Ryan Petersen;Susan Pushard;0.0
Laura Park;Joshua Brahm;4348.88
Emma Magnie;Marie Waugh;29068.05
Arlene Klein;Richard Giles;616.41
Wayne Harris;Andrea Raef;113.83
Mark Shaefer;Christopher Williams;10979.23
Nicholas Wehner;Molly Morgan;6483.15
Clay Nesbit;Shaina Trent;463.43
Sarah Caldwell;Judy Harris;9772.53
Maria Galindo;Matthew Crosby;874.1
Lisa Hardison;Helen Harrison;6180.58
Dennise Francis;James Hankins;5171.91
Thaddeus Mary;John Estrada;6796.66
Peter Friesenhahn;Orlando Pargo;14823.31
Julia Chavez;Thomas Davis;1409.24
Clarence Webb;Francisca Asquith;5348.63
Dewayne Lopez;Inez Tilley;5089.38
Michael Santiago;Kristin Andrews;20788.32
Selma Gustafson;Maria Galindo;4426.98
Simone Ainley;Nadia Williams;498.12
Sidney Tartaglia;David Rainwater;605.15
Rosemary Pickett;Kenneth Barbee;5893.32
Ronald Simpson;Ronald Kehres;27510.94
Arthur Jordan;Paul Adams;12156.58
Cheryl Moye;Hilda Luckenbach;1664464.02
Richard Hicks;Jose Gaines;37.13
Rona Honkanen;Melissa Castro;52.78
Dorothy Fernandez;Dora Gray;2898.89
Marie Nelson;Thomas Garza;166.32
William Greco;Virginia Wade;5120.78
Eddie Brock;Paul Hadley;4541.55
Darlene Shultis;Louis Hogue;702.98
Roxanne Olson;Carolina Warren;3414.06
Peter Lunsford;Gabriela Johnson;1446.51
Richard Gilmore;Alicia Mansfield;16861.29
Jacqueline Bonebright;Dorothy Gray;5758.63
Cruz Redd;Vickie Townsend;7320.12
Richard Williamson;Diane Owens;5103.34
Gloria Paulus;Richard Jock;12762.91
Donna Bright;Donna Baker;6500.6
Perry Jones;Marie Waugh;14445.86
Carrie Pipkin;William Patterson;320.61
Iva Edwards;Julia Gunn;847.29
Richard Giles;Wanda Gambrill;504.18
Betty Gross;Nancy Trundle;11054.87
Mary Loske;Julia Estrada;781.19
Denise Rance;Debra Gunter;367.92
Susan Snyder;Carly Thompson;2273.82
Enrique Brown;Francis Crocker;3045.72
Gregory Wofford;Miguel Wells;3448.54
Robert Trager;Kristen Stanton;1867.27
Shane Bradley;William Johnson;19394.5
Carolina Warren;Bonnie Castaneda;3770.26
Karen Panto;Arthur Jordan;2730.43
Robert Trager;David Herring;98.84
Clarence Richard;Loretta Butler;1582.02
Erica Robbins;Thomas Lesueur;1070.6
Amber Walker;Joyce Shutt;5640.63
Lorraine White;Edward Rutherford;4861.31
Heather Simon;Carrol Moody;233.96
Nelson Wilson;Freda Fisher;669.26
Ronnie Gallego;Ralph Dietlin;4140.08
Peter Lunsford;Rickey Winter;19755.64
Sarah Caldwell;Antoinette Stanely;2484.96
Joseph Eason;Barbara Dixon;168381.49
Jim Weslowski;Pamela Byas;12635.55
Toni Franco;Billy Ruffo;36030.64
Mary Loske;Lamar Brown;8564.94
Paul Graves;Charles Aguirre;1565.22
Ruth Caceres;Judy Harris;1513.33
Nicolasa George;Keith Rollins;632.57
Patricia Tenebruso;Rachel Tyson;907.64
Damon Wheeler;Martha Dixon;36.54
Crystal Nelson;Theresa Waters;112.27
Lela Salinas;Byron Mingle;2463.35
Kenneth Jacobson;Damon Wheeler;111553.7
Andrew Mondragon;Thomas Lesueur;3198.66
Hector Berwick;Patricia Whitchurch;503.27
Richard Broglio;Diane Payton;4620.08
Beverly Bianco;Deborah Cassano;48879.36
Nelson Rogers;Louise Wilkerson;1057.2
Jaclyn Cowart;Bill Tunnell;211.69
Patricia Testa;Jane Liscomb;386.53
Steven Curley;Ricky Sullivan;1475.23
Barbara Walter;Tommie Haymes;33692.48
Edward Mcmillen;John Tatum;34016.0
Wanda Sewell;Andre Rodriguez;17461.38
George Toney;Arlene Klein;3233.72
Nicholas Johnson;Marie Hayes;46904.19
Tess Gage;Deborah Cassano;14817.41
Larry Vinton;Ronald More;3940.74
Bryan Loeffler;Jack Diaz;15847.47
Jan Moons;Wallace Ploof;1271.43
Viola Schell;Loren Ennis;1755.18
Kathy Young;Cynthia Downs;1659.23
Juanita Jiles;Geneva Robinson;36404.48
Richard Osborn;Timothy Martinez;9899.72
Justin Allen;Pamela Watson;273.96
Bruce Washington;Virginia Nikas;251.23
Otto Mcnally;Gene Peel;18208.7
Cheryl Price;James Shick;3418.67
Mary Young;Jacqueline Campbell;6939.27
Mary Hendry;Judith Lamar;848.5
Wayne Winter;Frances Boyd;506.25
Christopher Hilliard;Brenda Ford;11760.46
Janice Swims;Natalie Wheeler;5986.37
Norma Ramirez;Thomas Garza;16180.45
Troy Irvine;John Sines;1171.4
Elizabeth Parsons;James Obrien;63.22
Noble Lopez;Eric Jones;38829.28
Howard Frausto;Desiree Folden;6231.17
Charles Hite;Robert Walker;12244.27
Lori Anderson;Amanda Richardson;3617.57
Dortha Marsh;Sandra Jackson;240578.29
Marilyn Kelley;Richard Hanson;2852.41
Rico Delaine;Shawn Mccartney;9818.43
Scott Henson;Carolyn Hough;118485.74
Paul Guajardo;Jeffrey Derrick;151424.15
John Sauve;Kathy Orme;29885.74
Pamela Mclaughlin;Charles Johnson;10838.62
Angela Smith;Maurice Robinson;11027.81
Michael Branch;Fred Clay;12663.64
Sandra Forrest;Danny Bowser;10540.65
Edna Moran;Iesha Hargis;412.33
Jenny Walker;Chase Tarnowski;246390.64
Larry Mincy;Joan Daniel;47291.01
Sue Dearborn;Allen Smith;15410.39
Josh Mendez;Raymond Smith;154.82
Amber Walker;Jennifer Hartman;107.74
Judy Cardwell;Michele Rowan;4438.48
Javier Plourde;Dorthy Pitts;767.98
Richard Gilmore;Edwin Redman;5260.26
Alison Ray;Jennifer Blackwell;5876.53
Larry Chilton;George Hart;6335.97
Brian Free;Deborah Feliciano;144.93
William Graham;Robert Hahn;471.19
James Mcwilliams;Pamela Jackson;17.66
Harold Cameron;Marion Gary;3711.48
Martha Walston;Kristina Payne;8646.28
Carl Green;Doris Kim;1302.66
Otis Davis;Flora Martel;3934.42
Thomas Lesueur;Everett Smith;8894.15
William Greco;Paul Martin;8480.02
Linda Scheller;Paul Adams;4103.06
Mary Graves;Joseph Crockett;35919.3
Jack Diaz;Deanna Jackson;4325.39
Jeffrey Mcpherson;Lorraine White;5084.27
Dora Johnson;Jessica Peters;470.74
Jo West;Joe Newman;52710.17
Philip Windham;David Allen;7630.14
Charles Holmes;Beatrice Shae;50411.61
Norma Higgins;Bonnie Hauser;6140.03
Jean Vancuren;Diane Calvello;10991.34
Catherine Young;Walter Schaefer;4525.85
James Moreno;Marilyn Kelley;5350.11
Otto Barron;Teresa Poling;466.11
Salvador Vanacore;John Larsen;84.19
Tyler Trafton;Jeremy Morse;52.55
Scott Nickel;Camille Ferguson;74885.6
Glenn Gleen;Judi Diaz;284282.81
Thelma Harvey;Evelyn Gonzalez;4400.25
Dorothy Fernandez;Nellie Robertson;712.78
Jeffrey Schick;Richard Davila;36.6
Jessie Lopez;William Causey;318.46
Zella Sabatelli;Shirley Davis;22091.18
Bethany Gamino;Howard Frausto;1216.23
Sofia Mclaughlin;Lucia Gonzalez;4532.96
Bobby Shutts;Mary Layden;10836.1
Modesto Furness;Tiara Jackson;1862.61
Eric Porter;Rosario Chavez;26611.54
Derrick Messing;James Gonzales;52485.86
John Arthur;Curtis Evans;2387.52
Ruth Allen;Cornell Lewis;132.34
Ted Metzger;Ricky Scott;5934.52
Louise Gorden;Clara Braun;5367.33
Jonathan Baker;Irma Tindall;158.14
Catherine Young;Benjamin Martin;494.36
Kenneth William;Julio Jozwiak;2113.91
Jacqueline Stoops;Regina Schuckert;39720.52
Catherine Johnston;Bessie Cohen;14186.21
Shirley Whitesides;George Meister;89356.31
Paul Martin;Rachel Tyson;9490.36
Jennifer Woodard;Wayne Wolff;13770.06
Maria Parker;Robert Melena;11066.71
Marie Jordan;John Oates;2908.6
Tommie Card;Leonard Boger;20209.9
Nicholas Johnson;Esther Siemens;73404.43
Dorothy Duvall;Joseph Bryant;0.0
Henry Stoker;Helen Jensen;9972.46
Maria Hooks;Vicki Ramos;8252.52
Yolanda Baoloy;Janie Leiber;3331.57
Richard Goodwin;Michael Munro;330.37
Thomas Garza;Maria Hooks;7729.21
Henry Stoker;John Esquivel;6797.18
Steve Mei;Michael Su;477422.84
Modesto Furness;Aaron Miracle;119.37
Patricia Mathey;Matthew Malone;1298.69
Jesse Payne;Pamela Watson;15908.39
Richard Hookano;Eda Gordon;8882.26
Jocelyn Neal;Ted Payne;2042.64
Esmeralda Whitaker;Diane Austin;4713.44
Wayne Winter;Randy Bouchard;1230.94
Gordon Selby;Catherine Rosato;1768.71
William Snell;Daphne Wilson;1786.26
Kenneth Barbee;Johanna Tucker;108.36
Kathy Young;Linda Riker;22819.31
Susann Petzold;Justin Gill;1503.34
Eunice Bublitz;John Corrieri;9319.36
David Frost;Harry Sweeten;1760.01
Denise Mccoy;Paul Stout;1351.19
James Reinhart;Gregory Cooney;955.12
Calvin Howard;Maurice Robinson;40.9
Shane Ybarra;Gayla Shinn;16794.76
Billy Freehan;Lynne Rowe;644.01
Bradley Henke;Bryan Loeffler;3473.99
Marilyn Kelley;John Oates;4598.97
Christine Hill;Joe Delacruz;8518.47
Perry Stevens;Dianne Alsina;3726.04
Dorthy Pitts;Martha Wilhite;3513.3
Pat Coleman;James Losey;560.2
Clayton Coleman;Nelson Rogers;1096.66
Cathryn Wright;Leona Harris;4413.24
Jimmy Sturrock;Jo Benton;291.99
Omar Brinkman;Brandon Miller;14587.1
Sandra Taber;Ira Gillis;9995.2
Dana Sanchez;Yvonne Thompson;1811.19
Johanna Tucker;Melanie Holohan;4493.99
Winifred Fisher;Edward Alley;489.21
Dorothy Fernandez;Donald Funke;5553.98
Naomi Berry;Patricia Mathey;5215.9
Ana Light;Dorothy Fernandez;69913.71
Thomas Sweigart;Viola Maloney;3455.66
Earl Alexander;Matthew Bailey;12873.73
Emily Bailey;Carmen Bernstein;23411.81
Lorraine White;Christopher Spain;3990.55
Cindy Curry;Linda Smith;4526.58
Patricia Miraglia;James Carmack;2113.95
Richard Goodwin;William Kort;3880.18
Ashley Hodge;Marie Nelson;23658.8
Dewey Hayes;Donald Raines;6128.99
James Losey;Dorthy Currie;17849.66
Lesli Gunn;George Page;0.0
James Dodd;David Bathke;750.83
William Morabito;Jamal Jackson;59493.29
Bernard Steenbergen;Daryl Silas;5627.12
Nicholas Johnson;Jacquelyn Sauer;2460.29
Roger Wheeler;Juan Mendoza;1495.7
Teri Akers;Frank Murphy;3378.77
Cynthia Shafer;Barbara Rowan;29062.58
Jesse Steinmetz;Maria Williams;176.95
Steven Hornback;Olga Hutzler;5783.56
Sarah Caldwell;Margaret Hilton;33129.11
Esther Mattson;Sara Albee;8006.17
